index,load,APX,clouds,radiation,temp,winddeg,windspeed,windspeed_100m,pressure,humidity,rain,mxlD,snowDepth,clearSky_ulf,clearSky_dlf,sjv_E1A,sjv_E1B,sjv_E1C,sjv_E2A,sjv_E2B,sjv_E3A,sjv_E3B,sjv_E3C,sjv_E3D,sjv_E4A
2020-10-02 13:15:00+00:00,8.056666666666667,28.2,100.0,885642.59375,15.579780578613281,207.26966094970703,3.5222222222222226,11.326011896133423,99252.658203125,0.7298116385936737,0.0275,1466.1861572265625,0.0,-8.32607650756836,-4.1715497970581055,3.012e-05,3.019e-05,2.718e-05,3.117e-05,3.067e-05,5.785e-05,4.741e-05,4.741e-05,3.059e-05,0.0
2020-10-02 13:30:00+00:00,8.736666666666666,28.2,100.0,796816.0,15.348312377929688,208.59957885742188,3.5138888888888893,11.68835973739624,99250.16015625,0.7337408661842346,0.025,1463.8111572265625,0.0,-8.452690124511719,-4.384055137634277,3.032e-05,3.083e-05,2.733e-05,3.107e-05,3.072e-05,5.736e-05,4.71e-05,4.71e-05,3.06e-05,0.0
2020-10-02 13:45:00+00:00,10.18,28.2,100.0,681574.4375,15.116844177246094,209.92949676513672,3.5055555555555555,12.050707578659058,99247.662109375,0.7376700937747955,0.0225,1461.4361572265625,0.0,-8.579303741455078,-4.596560478210449,3.074e-05,3.152e-05,2.826e-05,3.139e-05,3.123e-05,5.702e-05,4.701e-05,4.701e-05,3.061e-05,0.0
2020-10-02 14:00:00+00:00,11.663333333333334,35.77,100.0,566332.875,14.8853759765625,211.25941467285156,3.4972222222222222,12.413055419921875,99245.1640625,0.7415993213653564,0.02,1459.0611572265625,0.0,-8.705917358398438,-4.809065818786621,3.152e-05,3.262e-05,2.96e-05,3.191e-05,3.197e-05,5.58e-05,4.669e-05,4.669e-05,3.049e-05,0.0
2020-10-02 14:15:00+00:00,13.276666666666666,35.77,100.0,451091.3125,14.785408020019531,210.7938232421875,3.50625,12.866073608398438,99250.44140625,0.7428315579891205,0.02,1377.6983337402344,0.0,-8.909248352050781,-4.85700249671936,3.251e-05,3.389e-05,3.133e-05,3.264e-05,3.291e-05,5.339e-05,4.636e-05,4.636e-05,3.044e-05,0.0
2020-10-02 14:30:00+00:00,14.73,35.77,100.0,335849.75,14.685440063476562,210.32823181152344,3.5152777777777775,13.319091796875,99255.71875,0.7440637946128845,0.02,1296.3355102539062,0.0,-9.112579345703125,-4.9049391746521,3.41e-05,3.588e-05,3.34e-05,3.333e-05,3.383e-05,4.997e-05,4.576e-05,4.576e-05,3.065e-05,0.0
2020-10-02 14:45:00+00:00,14.613333333333335,35.77,100.0,271085.1875,14.585472106933594,209.86264038085938,3.5243055555555554,13.772109985351562,99260.99609375,0.7452960312366486,0.02,1214.9726867675781,0.0,-9.315910339355469,-4.952875852584839,3.652e-05,3.859e-05,3.668e-05,3.453e-05,3.524e-05,4.625e-05,4.495e-05,4.495e-05,3.087e-05,0.0
2020-10-02 15:00:00+00:00,15.126666666666667,37.7,100.0,206320.625,14.485504150390625,209.3970489501953,3.533333333333333,14.225128173828125,99266.2734375,0.7465282678604126,0.02,1133.60986328125,0.0,-9.519241333007812,-5.000812530517578,3.98e-05,4.221e-05,4.079e-05,3.567e-05,3.663e-05,4.237e-05,4.362e-05,4.362e-05,3.083e-05,0.0
2020-10-02 15:15:00+00:00,15.526666666666666,37.7,100.0,141556.0625,14.501846313476562,209.69992446899414,3.578472222222222,14.364418268203735,99267.50390625,0.7408062964677811,0.015,1301.45361328125,0.0,-9.56644058227539,-5.093034029006958,4.382e-05,4.659e-05,4.57e-05,3.664e-05,3.782e-05,3.925e-05,4.191e-05,4.191e-05,3.086e-05,0.0
2020-10-02 15:30:00+00:00,15.303333333333333,37.7,100.0,76791.5,14.5181884765625,210.00279998779297,3.623611111111111,14.503708362579346,99268.734375,0.7350843250751495,0.01,1469.29736328125,0.0,-9.613639831542969,-5.185255527496338,4.78e-05,5.096e-05,5.046e-05,3.729e-05,3.869e-05,3.669e-05,4.004e-05,4.004e-05,3.128e-05,0.0
2020-10-02 15:45:00+00:00,14.059999999999999,37.7,100.0,57609.3125,14.534530639648438,210.3056755065918,3.6687499999999997,14.642998456954956,99269.96484375,0.729362353682518,0.005000000000000001,1637.14111328125,0.0,-9.660839080810547,-5.277477025985718,5.145e-05,5.496e-05,5.474e-05,3.83e-05,3.988e-05,3.58e-05,3.861e-05,3.861e-05,3.17e-05,1.63e-06
2020-10-02 16:00:00+00:00,7.746666666666667,39.75,100.0,38427.125,14.550872802734375,210.60855102539062,3.7138888888888886,14.782288551330566,99271.1953125,0.7236403822898865,0.0,1804.98486328125,0.0,-9.708038330078125,-5.369698524475098,5.452e-05,5.837e-05,5.77e-05,3.95e-05,4.12e-05,3.545e-05,3.722e-05,3.722e-05,3.167e-05,3.783e-05
2020-10-02 16:15:00+00:00,2.923333333333333,39.75,100.0,19244.9375,14.4718017578125,211.20894622802734,3.7826388888888887,14.831189155578613,99258.20703125,0.7243843823671341,0.0,1720.35986328125,0.0,-10.089553833007812,-5.56014084815979,5.647e-05,6.064e-05,5.909e-05,4.033e-05,4.209e-05,3.539e-05,3.602e-05,3.602e-05,3.16e-05,6.024e-05
2020-10-02 16:30:00+00:00,3.456666666666667,39.75,100.0,62.75,14.392730712890625,211.80934143066406,3.8513888888888888,14.88008975982666,99245.21875,0.7251283824443817,0.0,1635.73486328125,0.0,-10.4710693359375,-5.750583171844482,5.724e-05,6.156e-05,5.928e-05,4.052e-05,4.228e-05,3.49e-05,3.469e-05,3.469e-05,3.149e-05,6.024e-05
2020-10-02 16:45:00+00:00,3.4766666666666675,39.75,100.0,47.0625,14.31365966796875,212.40973663330078,3.9201388888888884,14.928990364074707,99232.23046875,0.7258723825216293,0.0,1551.10986328125,0.0,-10.852584838867188,-5.941025495529175,5.709e-05,6.145e-05,5.899e-05,4.066e-05,4.246e-05,3.448e-05,3.378e-05,3.378e-05,3.142e-05,6.024e-05
2020-10-02 17:00:00+00:00,3.220000000000001,33.57,100.0,31.375,14.234588623046875,213.0101318359375,3.9888888888888885,14.977890968322754,99219.2421875,0.726616382598877,0.0,1466.48486328125,0.0,-11.234100341796875,-6.131467819213867,5.628e-05,6.052e-05,5.825e-05,4.074e-05,4.253e-05,3.432e-05,3.302e-05,3.302e-05,3.139e-05,6.024e-05
2020-10-02 17:15:00+00:00,5.34,33.57,100.0,15.6875,14.121803283691406,212.08652877807617,4.034722222222221,14.871065855026245,99216.28515625,0.7322431206703186,0.0,1782.4657592773438,0.0,-11.254261016845703,-6.072822093963623,5.541e-05,5.95e-05,5.75e-05,4.09e-05,4.267e-05,3.423e-05,3.246e-05,3.246e-05,3.136e-05,6.024e-05
2020-10-02 17:30:00+00:00,6.943333333333333,33.57,100.0,0.0,14.009017944335938,211.16292572021484,4.080555555555555,14.764240741729736,99213.328125,0.7378698587417603,0.0,2098.4466552734375,0.0,-11.274421691894531,-6.014176368713379,5.458e-05,5.861e-05,5.645e-05,4.075e-05,4.249e-05,3.411e-05,3.191e-05,3.191e-05,3.127e-05,6.024e-05
2020-10-02 17:45:00+00:00,7.623333333333333,33.57,100.0,0.0,13.896232604980469,210.23932266235352,4.126388888888888,14.657415628433228,99210.37109375,0.7434965968132019,0.0,2414.4275512695312,0.0,-11.29458236694336,-5.955530643463135,5.428e-05,5.833e-05,5.594e-05,4.046e-05,4.217e-05,3.364e-05,3.136e-05,3.136e-05,3.111e-05,6.024e-05
